rang,count
17500.0,13
18500.0,3
24000.0,1
26500.0,1
15000.0,20
16500.0,6
18000.0,18
19000.0,16
17000.0,84
15500.0,7
17000.0,26
18500.0,146
21000.0,10
1750.0,329
25000.0,110
22500.0,2254
3000.0,1
17500.0,1
19000.0,36
21500.000000000004,2
24500.0,1
25500.0,7
27000.0,2
38000.0,2
19500.0,10
22000.0,1
18500.0,2
25000.0,1
26000.0,4
20000.0,64
1791.6666666666667,1
21500.0,328
1900.0,1
2208.3333333333335,1
26500.0,83
28000.0,1
24000.0,188
2900.0,1
34000.0,1
20500.0,2
22000.0,1
27000.0,2
28499.999999999996,2
8750.0,1
10000.0,6
10833.333333333334,5
12500.0,139
150000.0,19
16666.666666666668,66
200000.0,1
3120.0,1
11666.666666666666,1
12500.0,55
150000.0,3
13333.333333333334,37
15416.666666666666,18
36000.0,2
3600.0,72
3750.0,2
11250.0,1
13125.0,1
13333.333333333334,1
4320.0,2
14583.333333333334,658
15625.0,1
15833.333333333334,3
16666.666666666668,112
200000.0,4
17916.666666666668,9
215000.0,1
375000.0,1
28583.33333333334,1
19500.0,2
15416.666666666666,1
16666.666666666668,2
18750.0,1
22500.0,1
4800.0,8
15416.666666666666,1
17500.0,1
16625.0,2
17083.333333333332,1
18333.333333333332,4
220000.0,1
19166.666666666668,4
20000.0,17
22083.333333333332,3
21000.0,3
22000.0,9
23500.0,2
24500.0,1
26000.0,7
27500.0,425
2500.0,446
3250.0,4
2500.0,3
30000.0,839
3500.0,25
40000.0,16
5000.0,8
24000.000000000004,1
23500.0,1
29000.000000000004,1
26000.0,8
33000.0,2
24000.0,2
31500.0,3
30000.0,2
26500.0,2
29000.0,1
3000.0,18
27500.0,1418
3750.0,35
42500.0,3
52500.0,1
2800.0,1
33000.0,3
3800.0,3
41000.0,1
3150.0,1
3550.0,5
3699.9999999999995,4
3800.0,18
3400.0,1
39000.0,4
20833.333333333332,756
250000.0,3
21666.666666666668,1
22916.666666666668,42
26041.666666666668,1
33333.333333333336,7
600000.0,1
6000.0,37
48000.0,2
25416.666666666668,1
26666.666666666668,4
30000.0,1
30833.333333333332,1
22083.333333333332,1
25000.0,32
35416.666666666664,1
27166.666666666668,2
6000.0,3
24166.666666666668,1
26250.0,4
32500.0,31
3750.0,1782
38000.0,1
4150.0,37
4400.0,63
4500.0,436
50000.0,6
35500.0,3
4100.0,2
37500.0,1
40000.0,5
4200.0,4
4250.0,75
5000.0,18
47500.0,8
5700.0,1
5250.0,39
38000.0,1
5500.0,1
62500.0,2
25833.333333333332,1
27083.333333333332,3
30000.0,2
37500.0,17
90000.0,8
37500.0,1
9120.0,2
7916.666666666667,1
4250.0,11
3750.0,18
45000.0,188
5450.0,1
5500.0,373
6250.0,7
5000.0,3
60000.0,10
6950.0,2
6500.0,39
6150.0,1
5000.0,16
4750.0,11
5750.0,82
6500.0,11
5050.0,1
6800.000000000001,1
6450.0,2
41666.666666666664,20
500000.0,4
43750.0,1
45833.333333333336,2
10416.666666666666,4
12500.0,3
5700.0,1
4583.333333333333,9
55000.0,2
6250.0,15
6750.0,9
7450.0,12
5350.0,1
6200.0,1
6500.0,9
6250.0,16
5950.0,1
7900.0,1
45833.333333333336,40
1200.0,2
7500.0,19
90000.0,2
6450.0,1
6750.0,1
5416.666666666667,1
7400.0,1
7000.0,6034
7950.0,12
6250.0,6
75000.0,1
6450.0,2
8958.333333333334,3
6750.0,3
18000.0,5
1800.0,3
7083.333333333333,9
85000.0,12
8333.333333333334,2
8450.0,11
8000.0,216
7950.0,4
9166.666666666666,3
15833.333333333334,5
8950.0,8
8450.0,3
9200.0,1
83333.33333333333,5
95833.33333333333,1
85000.0,1
7916.666666666667,2
8750.0,9
10000.0,5
13750.0,1
27000.0,2
